,Date,Volume,Open,High,Low,Close,SMA_20,SMA_50,SMA_200,EMA_20,EMA_50,EMA_200,MACD_Line,MACD_Signal,MACD_Hist,RSI_7,RSI_14,RSI_21,ROC_12,ATR_14,BB_Middle_20,BB_Upper_20,BB_Lower_20,StochK_14,StochD_14,KDJ_K_14,KDJ_D_14,KDJ_J_14,OBV,CMF_20,NADAQ CLOSE
783,2022-07-22,536670900.0,17.893,17.967,17.1365,17.319,18.17615,15.800159999999998,18.709095,17.587574318825755,16.510847331894805,21.665205071302033,0.3449570714347878,0.6802008281201214,-0.33524375668533357,43.046309249303704,50.03282695364848,52.97835614469015,1.3636895704085328,0.9287511624160874,18.17615,19.675823266117323,16.676476733882676,17.19122555970938,23.117263690483313,17.19122555970938,23.117263690483313,5.339149298161516,-32926317100.0,0.25866514368561866,11834.11
784,2022-07-21,557049300.0,17.885,18.144,17.5446,18.05,18.14,15.918379999999999,18.653589999999998,17.631614859889968,16.571206260055792,21.629232881537835,0.347159455565226,0.6135925536091423,-0.26643309804391635,54.80447545559893,55.33345679708183,56.39593130455187,1.4443882425673182,0.9213403651006525,18.14,19.613727247438895,16.666272752561106,35.27658559721228,24.52248309821203,35.27658559721228,24.52248309821203,56.784790595212776,-32369267800.0,0.26280644913209317,12059.61
785,2022-07-20,760537800.0,16.947,17.9325,16.801,17.807,18.1136,16.03012,18.599225,17.648318206567115,16.619668759661447,21.591200713562333,0.3255441217008652,0.5559828672274869,-0.2304387455266217,50.74173809466161,53.308962720580965,55.00063587051414,-6.224656380009486,0.9447446247363204,18.1136,19.59153004600909,16.635669953990913,44.61134954537625,32.35972023409929,44.61134954537625,32.35972023409929,69.11460816793017,-33129805600.0,0.3238685643126296,11897.65
786,2022-07-19,702366100.0,16.486,17.11,16.172,16.992,18.01925,16.11524,18.546374999999998,17.58581171070358,16.634269984772764,21.54543752238261,0.23988488153134568,0.4927632700882587,-0.252878388556913,39.33258644079739,47.08651476843697,50.59259147479177,-11.569086651053862,0.9940485801122974,18.01925,19.531962986257174,16.506537013742825,43.39664105058526,41.09485873105792,43.39664105058526,41.09485873105792,48.00020568963994,-33832171700.0,0.3575459881282163,11713.15
787,2022-07-18,670517500.0,16.302,16.897,16.002,16.101,17.8727,16.189,18.48787,17.444401071588953,16.613357436350302,21.49126401469721,0.0989622873070033,0.41400307353200766,-0.31504078622500437,30.566580585465857,41.39746691490416,46.33021362317154,-14.777960091039022,0.993759395818562,17.8727,19.53300499412844,16.212395005871556,25.66413985321569,37.89071014972573,25.66413985321569,37.89071014972573,1.2109992601956208,-34502689200.0,0.2815017073561649,11360.05
788,2022-07-15,385935500.0,15.659,15.782,15.445,15.762,17.72535,16.25968,18.42563,17.28417239810429,16.57997087021892,21.434256412560924,-0.03961766300901104,0.32327892622380394,-0.362896589232815,27.814914311685754,39.44475155130789,44.82164824230508,-14.919572492712941,0.9696337246886646,17.72535,19.58434387328096,15.866356126719037,12.819414592314567,27.29339849870516,12.819414592314567,27.29339849870516,-16.128553220466614,-34888624700.0,0.27226496661660665,11452.42
789,2022-07-14,456234800.0,15.108,15.473,14.728,15.372,17.59685,16.3168,18.35794,17.102060741141976,16.53259946354367,21.37393545323196,-0.1788513259288642,0.22285287579327032,-0.4017042017221345,24.81644154285692,37.266853748817795,43.125408387761865,-16.642264519277695,0.9742313157823315,17.59685,19.728140715888593,15.465559284111409,9.10747149773004,15.86367531442009,9.10747149773004,15.86367531442009,-4.404936135650058,-35344859500.0,0.3436842174242578,11251.19
790,2022-07-13,521918300.0,14.59,15.375,14.465,15.164,17.4502,16.368859999999998,18.295015,16.917483527699883,16.478928896345877,21.312145050712243,-0.30249192991531615,0.11778391465155304,-0.4202758445668692,23.256486763213005,36.121352194469694,42.230429146741656,-16.511589495127453,0.9696433646550221,17.4502,19.826171167610624,15.074228832389373,13.417334492378359,11.781406860807644,13.417334492378359,11.781406860807644,16.689189755519788,-35866777800.0,0.3195448774862182,11247.58
791,2022-07-12,458483100.0,15.268,15.431,14.877,15.082,17.35,16.40528,18.234295,16.742675572680845,16.42414737099898,21.25015355767033,-0.40245545805381155,0.013736040110480118,-0.4161914981642917,22.6030013180127,35.65604335377235,41.870737650763196,-16.13656583629893,0.939954552893949,17.35,19.94918262452501,14.750817375474991,15.860353691172293,12.795053227093556,15.860353691172293,12.795053227093556,21.990954619329766,-36325260900.0,0.3145431308602272,11264.73
792,2022-07-11,438388700.0,15.526,15.527,15.038,15.152,17.217950000000002,16.4448,18.175275000000003,16.591182660996957,16.374259238802942,21.18947541281789,-0.47060402901071186,-0.08313197371375829,-0.38747205529695355,24.709980273494082,36.40912313554508,42.311160622213656,-14.828555368184372,0.907743513401524,17.217950000000002,19.985279130340775,14.450620869659229,16.985294867992387,15.420994350514336,16.985294867992387,15.420994350514336,20.11389590294849,-35886872200.0,0.29798249198836224,11372.6
793,2022-07-08,467971800.0,15.43,16.037,15.389,15.838,17.060399999999998,16.49392,18.123260000000002,16.519450978997245,16.353229464732237,21.136226901247564,-0.4639101284326621,-0.15928760465753908,-0.304622523775123,42.58147807845195,43.40041210991148,46.48348754029464,-4.2037137845521215,0.9061189767299866,17.060399999999998,19.761169044443076,14.359630955556922,24.106849046611398,18.984165868592015,24.106849046611398,18.984165868592015,34.35221540265016,-35418900400.0,0.30779063209135177,11635.31
794,2022-07-07,492902800.0,15.4555,15.945,15.389,15.858,16.89255,16.54712,18.067339999999998,16.456455647664175,16.333808701409406,21.083707230588384,-0.4517834527269784,-0.21778677427142695,-0.23399667845555144,43.04134895264205,43.59511380334014,46.60171246195479,-6.849154135338342,0.8811104783921305,16.89255,19.44256428063096,14.342535719369039,31.285675454436383,24.125939789680046,31.285675454436383,24.125939789680046,45.60514678394905,-34925997600.0,0.3075372584171139,11621.35
795,2022-07-06,529065900.0,15.01,15.319,14.789,15.13,16.7044,16.59114,18.007395000000002,16.330126538362826,16.286600517040412,21.02446636262233,-0.49520804067578084,-0.27327102755229776,-0.22193701312348307,32.11753533776523,38.414957274316635,42.9733464471975,-12.639297880940003,0.8945311585069784,16.7044,19.187352181715315,14.221447818284684,31.086345926490377,28.826290142512708,31.086345926490377,28.826290142512708,35.60645749444571,-35455063500.0,0.28569330437539775,11361.85
796,2022-07-05,652207600.0,14.175,14.971,14.055,14.964,16.5263,16.627860000000002,17.946695,16.200019248994938,16.234733830097653,20.964163214735542,-0.5368289225083114,-0.32598260654350053,-0.21084631596481085,30.086210425845053,37.325836580467964,42.1869290096906,-17.09695290858726,0.9074217900421944,16.5263,18.96978190732437,14.082818092675627,26.056496020731558,29.476172467219428,26.056496020731558,29.476172467219428,19.21714312775582,-36107271100.0,0.3413764008558953,11322.24
797,2022-07-01,577610100.0,14.899,15.0629,14.392,14.523,16.3304,16.655700000000003,17.879655,16.04030313004304,16.16760701323108,20.900072038469517,-0.5984996541718761,-0.38048601606917565,-0.21801363810270047,25.155139919597076,34.52537723360169,40.13798843005136,-18.442185657325773,0.890527376467752,16.3304,18.7557037487141,13.9050962512859,17.250426448155796,24.797756131792568,17.250426448155796,24.797756131792568,2.1557670808822564,-36684881200.0,0.302368294677057,11127.85
798,2022-06-30,686070000.0,15.361,15.567,14.862,15.159,16.1802,16.66878,17.817114999999998,15.95636949861037,16.12805379702594,20.842946943559372,-0.5892616273650191,-0.42224113832834437,-0.1670204890366747,41.333345864708676,41.35862371086005,44.23898976049708,-10.787429378531076,0.9014897067200556,16.1802,18.497299875150244,13.863100124849755,20.715889636867065,21.340937368584793,20.715889636867065,21.340937368584793,19.46579417343161,-35998811200.0,0.2569342784060819,11028.74
799,2022-06-29,482352300.0,15.814,15.82,15.17,15.542,16.058100000000003,16.69188,17.759815,15.916905736837954,16.105071295181787,20.79020120282744,-0.5447559183013553,-0.4467440943229466,-0.09801182397840869,49.06810295333429,45.076048557691344,46.554162743982815,-3.4718340475746845,0.8843118705257659,16.058100000000003,18.227647990723593,13.888552009276413,29.53053305130734,22.498949712110058,29.53053305130734,22.498949712110058,43.5936997297019,-35516458900.0,0.23889086315935879,11177.89
800,2022-06-28,461859400.0,16.9,17.202,15.945,15.982,15.967699999999999,16.73172,17.705935,15.923105190472434,16.100244969880542,20.742358404789357,-0.4685790132708334,-0.451111078112524,-0.01746793515830941,56.7166196925122,49.07040529194171,49.103257622752174,1.3957619591422388,0.9397181654882113,15.967699999999999,17.978242121144145,13.957157878855853,46.12639274484943,32.12427181100794,46.12639274484943,32.12427181100794,74.13063461253243,-35054599500.0,0.16274547816739432,11181.54
801,2022-06-27,427967900.0,17.312,17.33,16.6255,16.869,15.984500000000002,16.79482,17.657965,16.01319041042744,16.130392225963657,20.703817525139712,-0.3327984863862863,-0.42744855976727647,0.09465007338099019,68.01375559518362,56.01497779875896,53.7704140943293,9.738485558157684,0.9688811536676247,15.984500000000002,18.020386513187567,13.948613486812436,65.27696292548661,46.977962907214454,65.27696292548661,46.977962907214454,101.87496296203095,-34626631600.0,0.17778231486023108,11524.55
802,2022-06-24,472152800.0,16.5,17.14,16.31,17.126,15.989600000000001,16.86804,17.61112,16.11917227610102,16.16943566808273,20.668217350760212,-0.20212373185980326,-0.3823835941857818,0.18025986232597857,70.60702162245317,57.810036411234734,55.02508978143983,12.938538644157216,0.9589610712627945,15.989600000000001,18.0369295982945,13.942270401705501,80.30919224087229,63.90418263706943,80.30919224087229,63.90418263706943,113.11921144847803,-34154478800.0,0.1944912785058114,11607.62
803,2022-06-23,463679600.0,16.5185,16.585,15.853,16.225,15.934900000000003,16.9196,17.5564,16.12925110694854,16.17161466149125,20.624006232842202,-0.1693144656996246,-0.3397697684885504,0.1704553027889258,53.023961885754304,50.09181954926268,50.02707478059386,7.578570481368518,0.9813924233154522,15.934900000000003,17.889014137659327,13.980785862340678,81.9847328219242,75.85696266276102,81.9847328219242,75.85696266276102,94.24027314025057,-34618158400.0,0.22473941528296723,11232.19
804,2022-06-22,437997400.0,16.226,16.662,16.18,16.36,15.850399999999999,16.968059999999998,17.500305,16.15122719200106,16.179002321824928,20.581578310127355,-0.13091045983966154,-0.29799790675877263,0.1670874469191111,54.98358793358058,51.14432039491509,50.73113151983464,7.972544878563892,0.945721535935777,15.850399999999999,17.54884677026424,14.151953229735758,76.80407124447424,79.69933210242357,76.80407124447424,79.69933210242357,71.0135495285756,-34180161000.0,0.1805113170948911,11053.08
805,2022-06-21,483088900.0,16.4745,17.008,16.407,16.566,15.78835,16.9975,17.44795,16.190729364191434,16.194178701361206,20.54162230704151,-0.08289694573467798,-0.25497771455395374,0.17208076881927575,58.09556940553768,52.780715800195786,51.818742955661236,4.596539967167579,0.9244557119403644,15.78835,17.261565069820865,14.315134930179132,71.10432569757447,76.63104325465763,71.10432569757447,76.63104325465763,60.05089058340815,-33697072100.0,0.10560232303327369,11069.3
806,2022-06-17,630334000.0,15.648,15.995,15.328,15.88,15.732750000000001,17.00574,17.392945,16.161136091411297,16.181857967974494,20.49523800547891,-0.0990584723392125,-0.2237938661110055,0.12473539377179299,45.79583368900473,47.12059689565321,48.10558938224662,0.13873123975280954,0.9468517325160526,15.732750000000001,17.094407020672705,14.3710929793273,67.59287531600228,71.83375741935032,67.59287531600228,71.83375741935032,59.111111109306194,-34327406100.0,0.09529832397118448,10798.35
807,2022-06-16,545748700.0,15.86,15.9423,15.401,15.601,15.70775,17.001739999999998,17.333685,16.107789796991174,16.15907922413236,20.446539119852254,-0.13284817583462427,-0.20560472805572927,0.072756552221105,41.6152917188233,45.00666085633067,46.67725231102424,3.11302048909452,0.9178837516220488,15.70775,17.059261570856044,14.356238429143959,59.86768447654352,66.18829516337341,59.86768447654352,66.18829516337341,47.22646310288374,-34873154800.0,0.1341793514662694,10646.1
808,2022-06-15,563935700.0,16.095,16.868,15.926,16.527,15.746,17.007080000000002,17.276495,16.14771457823011,16.17350748985266,20.407538730599995,-0.08393870505940981,-0.18127152345646538,0.09733281839705557,56.863144100493294,52.60630256939759,51.67738655778497,10.44506816359263,0.942820626506188,15.746,17.14639377915075,14.345606220849254,59.47073791167016,62.310432568071974,59.47073791167016,62.310432568071974,53.791348598866534,-34309219100.0,0.11385148270541771,11099.15
809,2022-06-14,469679500.0,15.731,16.066,15.412,15.836,15.769200000000001,16.96554,17.21679,16.11802747554153,16.160271902015303,20.362050783031837,-0.09978525980749708,-0.16497427072667173,0.06518901091917464,46.32945282836855,47.348099839769574,48.14038642306258,9.04083178406665,0.9551191531843175,15.769200000000001,17.158838135346915,14.37956186465309,59.0229007615566,59.45377438325675,59.0229007615566,59.45377438325675,58.1611535181563,-34778898600.0,0.09487751665562037,10828.35
810,2022-06-13,604153400.0,16.0,16.312,15.606,15.647,15.79335,16.93404,17.15811,16.073167715966147,16.14014359213235,20.315134854842466,-0.1261404208231518,-0.15720750074596776,0.03106707992281596,43.743650703187555,45.99394402042601,47.21235380026119,3.2192097104030593,0.9373249279568664,15.79335,17.155213935490405,14.431486064509597,57.52624294617544,58.67329387313405,57.52624294617544,58.67329387313405,55.2321410922582,-35383052000.0,0.01545565724482655,10809.23
811,2022-06-10,465649700.0,17.6,17.697,16.869,16.974,15.88795,16.9299,17.108060000000002,16.158961266826513,16.17284384342128,20.28188973190871,-0.039494003717770454,-0.1336648013403283,0.09417079762255784,61.393875247231314,55.59632263587183,53.78095713053567,9.21374340496719,1.0168017188170901,15.88795,17.30354962740362,14.47235037259638,57.19838910167447,57.91584426980216,57.19838910167447,57.91584426980216,55.763478765419094,-34917402300.0,-0.006614511485829476,11340.02
812,2022-06-09,395573800.0,18.481,18.933,18.041,18.048,16.03275,16.95018,17.06625,16.33886971760494,16.246379378973387,20.259661973382254,0.1145166536008908,-0.08402851035208447,0.19854516395297528,70.21707615282968,61.55433954601658,58.20102583396506,12.9270429232887,1.084101596044441,16.03275,17.701249719997488,14.364250280002514,64.56500620297798,59.763212750275954,64.56500620297798,59.763212750275954,74.16859310838203,-34521828500.0,-0.021712650756136355,11754.23
813,2022-06-08,363252500.0,18.799,19.18,18.535,18.648,16.173250000000003,16.96616,17.026835000000002,16.55878688735685,16.34056057979796,20.243625535836163,0.28173848878102703,-0.010875110525462176,0.2926135993064892,74.07831715853834,64.42608601676119,60.4212964170043,10.545971901120389,1.0875229106126953,16.173250000000003,18.206152190375082,14.140347809624924,79.0559593050337,66.93978486989538,79.0559593050337,66.93978486989538,103.28830817531033,-34158576000.0,-0.0627494137683854,12086.27
814,2022-06-07,388914100.0,18.472,19.0,18.188,18.926,16.32665,16.96922,16.987569999999998,16.784235755227623,16.441950360982354,20.230514833987048,0.43171869026084053,0.07764364963179836,0.35407504062904216,75.7759605915906,65.70433718806312,61.41831738072747,10.510335162910177,1.0678427027117887,16.32665,18.694767286802527,13.958532713197474,85.3588487544082,76.32660475413995,85.3588487544082,76.32660475413995,103.4233367549447,-33769661900.0,-0.06543679214271972,12175.23
815,2022-06-06,422406200.0,19.139,19.337,18.5642,18.786,16.50945,16.97824,16.945545,16.97487996901547,16.533873876237948,20.21614155205683,0.5331365838389175,0.1687422364732222,0.3643943473656953,72.96828171382657,64.44840938221596,60.61095888518795,15.784283513097064,1.046768223946661,16.50945,19.047000287777657,13.971899712222346,88.61697991337537,84.34392932427241,88.61697991337537,84.34392932427241,97.16308109158132,-34192068100.0,-0.09931993724979188,12061.37
816,2022-06-03,598778700.0,19.0815,19.3323,18.5216,18.72,16.69725,16.97506,16.906805000000002,17.14108187672828,16.61960431246391,20.20125457143935,0.601254459618449,0.2552446811022676,0.3460097785161814,71.51097365893544,63.828983781344526,60.21911948269049,14.42542787286063,1.0299062079504708,16.69725,19.308108126696556,14.086391873303445,88.09052511514926,87.35545126097759,88.09052511514926,87.35545126097759,89.56067282349261,-34790846800.0,-0.19520874345241743,12012.73
817,2022-06-02,648655800.0,18.292,19.619,18.198,19.592,16.9507,16.98626,16.87377,17.374502650373206,16.73616884923003,20.195192336897666,0.7173325166010649,0.34766224820202707,0.3696702683990378,78.21687037255836,68.18038474568037,63.49322220504421,18.266328624894367,1.0578414788111514,16.9507,19.65532497446032,14.246075025539684,90.07877618105404,88.92876040319288,90.07877618105404,88.92876040319288,92.37880773677637,-34142191000.0,-0.0963382239461967,12316.9
818,2022-06-01,544513900.0,18.724,19.0532,18.122,18.32,17.10875,16.97848,16.83587,17.464550017004328,16.79827987475042,20.17653370667978,0.698632048235865,0.41785620820879465,0.28077584002707034,55.84578447636585,57.34342768930403,56.38528452936623,15.365239294710321,1.0872813731817834,17.10875,19.740996578965312,14.476503421034689,84.56924688610694,87.57951606077006,84.56924688610694,87.57951606077006,78.54870853678068,-34686704900.0,-0.11848184206995431,11994.46
819,2022-05-31,664099500.0,18.98,19.2,18.35,18.672,17.265249999999998,16.99308,16.800605,17.579545253480106,16.871759095348445,20.1615632220362,0.704098837428532,0.4751047340527422,0.2289941033757898,59.57831513708239,59.27261614281166,57.75930177269461,19.684635600282043,1.072475560811656,17.265249999999998,19.87739288918645,14.653107110813549,82.34288821372618,85.66363709362905,82.34288821372618,85.66363709362905,75.70139045392045,-34022605400.0,-0.1392895520543114,12081.39
820,2022-05-27,738379400.0,18.186,18.881,18.1,18.811,17.4067,17.007360000000002,16.766955,17.696826657910574,16.947807758275957,20.14812478201594,0.7114463350874196,0.5223730542596777,0.18907328082774189,61.09352242392225,60.04114217894812,58.30394925141401,13.819810007865918,1.0516558778965377,17.4067,20.032606568236268,14.780793431763732,76.16729683177692,81.02647731053666,76.16729683177692,81.02647731053666,66.44893587425744,-33284226000.0,-0.03480611587966336,12131.13
821,2022-05-26,996574500.0,16.036,18.092,16.022,17.851,17.4558,17.022660000000002,16.735069999999997,17.711509833347662,16.983227061872977,20.12526781901081,0.6325140744487996,0.5444012582975021,0.08811281615129751,46.9214769984763,52.65149213947421,53.31846047852126,12.724172770901742,1.1757518866182137,17.4558,20.076091072592206,14.835508927407794,72.24978603619807,76.91999036056706,72.24978603619807,76.91999036056706,62.9093773874601,-34280800500.0,0.04928964037867891,11740.65
822,2022-05-25,781131900.0,16.02,17.111,16.0,16.975,17.448249999999998,17.0063,16.699630000000003,17.641366039695505,16.982904431995607,20.09392187056294,0.4935840802225435,0.5342378226825104,-0.04065374245996689,37.62885903533004,46.97057611390578,49.28097276541479,8.487249952067488,1.2239838947169128,17.448249999999998,20.073407869909637,14.823092130090359,58.657056965498846,69.0247132778246,58.657056965498846,69.0247132778246,37.92174434084734,-35061932400.0,0.05985823588703405,11434.74
823,2022-05-24,588550000.0,16.51,16.597,15.78,16.154,17.444699999999997,16.949599999999997,16.66557,17.499712131153075,16.950398375838915,20.054718667870773,0.31361802685185936,0.4901138635163802,-0.17649583666452084,30.9308706028564,42.357776632271005,45.86332354352729,-4.8309178743961345,1.221913616522848,17.444699999999997,20.077005221434362,14.812394778565633,36.260929412972544,55.7225908048898,36.260929412972544,55.7225908048898,-2.662393370861963,-35650482400.0,0.054141209985528904,11264.45
824,2022-05-23,639888700.0,16.274,16.915,16.179,16.898,17.471600000000002,16.90326,16.635235,17.4424062139004,16.94834353757072,20.02330853187206,0.2283954149306453,0.4377701737992332,-0.20937475886858792,41.87037044618538,47.399118753931,49.21457041702851,-6.371897163120566,1.1889912153426445,17.471600000000002,20.067983346898878,14.875216653101129,26.643383857440693,40.52045674530401,26.643383857440693,40.52045674530401,-1.1107619182859452,-35010593700.0,0.11572461188846755,11535.27
825,2022-05-20,739105300.0,17.332,17.41,15.755,16.694,17.478,16.859280000000002,16.601525,17.371129431624173,16.9383692811954,19.990181083793733,0.14274926126096688,0.37876599129157995,-0.23601673003061308,39.85126226599801,46.20583377446454,48.35281674743445,-10.478335478335477,1.2222775571038842,17.478,20.06560047348303,14.890399526516973,22.35967623427499,28.42132983489606,22.35967623427499,28.42132983489606,10.236369033032851,-35749699000.0,0.1409541997065144,11354.62
826,2022-05-19,621309600.0,16.937,17.687,16.7341,17.124,17.5402,16.83124,16.56624,17.34759329527901,16.945648917226954,19.961661869029616,0.10832279600682071,0.3246773522346281,-0.21635455622780742,46.22794089190854,49.11384775935223,50.27968021574081,-9.521293458734014,1.2059005887393213,17.5402,20.02377964064418,15.056620359355819,29.617672030009633,26.206910707241757,29.617672030009633,26.206910707241757,36.43919467554539,-35128389400.0,0.09642477378539642,11388.5
827,2022-05-18,545161100.0,17.705,18.118,16.864,16.938,17.607049999999997,16.80118,16.53449,17.308584410014344,16.945348959688644,19.93157568127808,0.06527843951418077,0.27279756969053864,-0.20751913017635787,43.88031429981016,47.90744182901422,49.44189404025168,-9.837112743532428,1.2093362609722267,17.607049999999997,19.93814718685863,15.275952813141368,30.11559696264362,27.364315075642732,30.11559696264362,27.364315075642732,35.6181607366454,-35673550500.0,0.06770574057167461,11418.15
828,2022-05-17,585829700.0,18.074,18.371,17.634,18.177,17.68955,16.80146,16.507604999999998,17.391290656679644,16.993649000485167,19.91411721678775,0.1296479215838886,0.24416764006920866,-0.11451971848532005,59.761197984814736,55.711546176296295,54.71909292414865,-2.9006410256410264,1.2253122423313534,17.68955,19.97606778218856,15.403032217811441,42.90890269040087,34.2140572276847,42.90890269040087,34.2140572276847,60.29859361583321,-35087720800.0,0.07789767561021003,11984.52
829,2022-05-16,521446000.0,17.509,17.788,17.106,17.264,17.76095,16.78706,16.474474999999998,17.379167736995868,17.00425100046614,19.887747891247574,0.10577047395663541,0.216488206846694,-0.1107177328900586,48.06738396956002,49.791967167495,50.63015346668506,-11.882400979991836,1.2142899393076851,17.76095,19.887338732557797,15.634561267442205,44.116632158968656,39.047043937337705,44.116632158968656,39.047043937337705,54.25580860223056,-35609166800.0,0.04219526928061594,11662.79
830,2022-05-13,670436500.0,16.788,17.9284,16.5925,17.706,17.8639,16.78538,16.446435,17.410294619186736,17.031770569075313,19.866038957006307,0.12111696970215746,0.19741395941778672,-0.07629698971562926,53.23570583776132,52.427323646108775,52.43684190218863,-3.3515283842794785,1.222976372214279,17.8639,19.74452272996876,15.983277270031243,50.74189095796905,45.92247526911285,50.74189095796905,45.92247526911285,60.38072233568144,-34938730300.0,0.1242776967076076,11805.0
831,2022-05-12,708728400.0,16.2191,16.788,15.567,16.175,17.82395,16.778219999999997,16.413819999999998,17.292647512597522,16.998171723229223,19.8293122012152,0.00962927298195737,0.15985702213062086,-0.1502277491486635,37.96667109078346,43.8430339029358,46.27750894611444,-13.372964867180803,1.2884066313418305,17.82395,19.814880221582854,15.833019778417144,35.42666459135807,43.42839590276524,35.42666459135807,43.42839590276524,19.423201968543722,-35647458700.0,0.15013032082525551,11370.96
832,2022-05-11,670167000.0,17.347,17.753,16.568,16.63,17.753049999999998,16.770339999999997,16.38089,17.229538225683473,16.98373361643592,19.797478248964303,-0.0415320765621523,0.11957920239206624,-0.16111127895421853,43.577698140234716,46.63936479040297,48.17703356996494,-11.594279942586795,1.309091871960271,17.753049999999998,19.810275876054117,15.695824123945878,32.16225461364633,39.4436033876578,32.16225461364633,39.4436033876578,17.5995570656234,-34977291700.0,0.12987682854339863,11364.24
833,2022-05-10,761474300.0,17.689,18.198,17.025,17.595,17.7004,16.77586,16.351360000000003,17.264344108951715,17.007704847163925,19.77556304250695,-0.004162397982042876,0.09483088231724442,-0.09899328029928729,53.896201107323726,52.08847416437982,51.95971345871627,-1.4340933281048684,1.3275853096773946,17.7004,19.714636216704868,15.686163783295127,35.7299920037878,34.43963706959739,35.7299920037878,34.43963706959739,38.31070187216862,-34215817400.0,0.14256276617215727,11737.67
834,2022-05-09,644454500.0,18.034,18.255,16.827,16.95,17.601599999999998,16.75386,16.31968,17.23440657476584,17.005441911981027,19.747447987357628,-0.026289716496407323,0.07060676255451408,-0.0968964790509214,47.169442709849065,48.52183758895631,49.427681065035806,-0.14727540500737435,1.3347577875575807,17.601599999999998,19.555663339988104,15.64753666001189,46.59229742236307,38.16151467993239,46.59229742236307,38.16151467993239,63.45386290722443,-34860271900.0,0.07473848381518051,11623.25
835,2022-05-06,633296700.0,18.736,19.512,17.99,18.675,17.596049999999998,16.77122,16.294735,17.371605948597665,17.07091477817785,19.736776863105312,0.09428050080996186,0.07534151020560365,0.01893899060435822,61.976676255378365,57.00159840901966,55.515107664963374,15.606041847220498,1.422417945589182,17.596049999999998,19.536532574231472,15.655567425768526,63.10019904338646,48.47416282317909,63.10019904338646,48.47416282317909,92.3522714838012,-34226975200.0,0.08232607199505558,12144.66
836,2022-05-05,626331400.0,19.867,19.925,18.5,18.844,17.60225,16.80826,16.285185,17.511833953493127,17.1404475319748,19.727893511233617,0.2011514060977433,0.10050348938403159,0.1006479167137117,63.15696568939353,57.73613272351188,56.0592038675316,11.516155758077895,1.4226023780470978,17.60225,19.558580708737317,15.645919291262688,67.76690337693199,59.153133280893826,67.76690337693199,59.153133280893826,84.99444356900833,-33600643800.0,0.08078827062826896,12317.69
837,2022-05-04,648854600.0,19.923,20.4,18.751,20.334,17.63935,16.89292,16.28358,17.780611672208067,17.265684883662065,19.7339244215696,0.4014502474930417,0.16069284100583361,0.2407574064872081,72.07358123759707,63.63452076274556,60.528467768441395,21.804241044686723,1.4387736367580193,17.63935,19.77452737703975,15.50417262296025,84.20423404423909,71.69044548818583,84.20423404423909,71.69044548818583,109.2318111563456,-32951789200.0,0.0787546759539675,12964.86
838,2022-05-03,475750800.0,19.4,19.825,19.133,19.602,17.703449999999997,16.96972,16.274649999999998,17.95407722723587,17.35730508430277,19.732611740757964,0.495411445195991,0.2276365618438651,0.2677748833521259,63.29391132772782,59.25901715107633,57.51106291626376,14.470918009810795,1.421789805561018,17.703449999999997,19.99584938420109,15.411050615798903,85.77264954014,79.24792898710366,85.77264954014,79.24792898710366,98.82209064621267,-33427540000.0,0.11551638022863647,12563.76
839,2022-05-02,572048700.0,18.5405,19.574,18.391,19.533,17.7465,17.05294,16.262304999999998,18.10445082464198,17.4426264535458,19.73062555428276,0.5578777802031887,0.29368480551572984,0.26419297468745884,62.45721188632608,58.84825393632058,57.22869518942959,15.320580942260031,1.4067333908780884,17.7465,20.145350558047223,15.347649441952777,88.061245601323,86.01270972856734,88.061245601323,86.01270972856734,92.15831734683431,-33999588700.0,0.16897382875260597,12536.02
840,2022-04-29,500434900.0,19.402,20.1285,18.517,18.547,17.7333,17.1206,16.24122,18.14659836515227,17.485935220073415,19.71884818558343,0.5218057887677681,0.3393090021661375,0.18249678660163055,51.17828276480962,53.175886611228044,53.30202441631789,2.035539417945764,1.4213595772439391,17.7333,20.11029297872251,15.356307021277493,75.73625767137594,83.19005093761295,75.73625767137594,83.19005093761295,60.82867113890191,-34500023600.0,0.08795784913905459,12334.64
841,2022-04-28,570326700.0,18.967,20.037,18.4896,19.782,17.82985,17.2146,16.225275,18.302350901804434,17.57597697614897,19.71947656184628,0.5861162708195842,0.38867045589682686,0.1974458149227573,61.37184672778576,58.563413629680966,57.16717734969673,14.58526413345691,1.4303624645836577,17.82985,20.377700881749757,15.281999118250246,76.97772259996601,80.25840862422164,76.97772259996601,80.25840862422164,70.41635055145477,-33929696900.0,0.060394309270180586,12871.53
842,2022-04-27,499460200.0,18.598,19.167,18.29,18.415,17.901850000000003,17.27986,16.20841,18.313079387346868,17.608879839829402,19.706496695559256,0.5207741553807566,0.4150911957936128,0.10568295958714374,48.33853383353911,51.500018181544085,52.15048112310025,4.004292330283521,1.4347651456848252,17.901850000000003,20.429290417299978,15.374409582700029,69.26684598794539,73.99360875309577,69.26684598794539,73.99360875309577,59.813320457644636,-34429157100.0,-0.015688391114341768,12488.93
